Source,Target,Label,Publication_name
24/2718,p/WitoldPedrycz,517124,"Hybrid Fuzzy Wavelet Neural Networks Architecture Based on Polynomial Neural Networks and Fuzzy Set/Relation Inference-Based Wavelet Neurons."
22/1805-9,22/1805-9,738489,"Neural Signal Processing - Electrode-based Brain Imaging, Focalized Neural Stimulation, and Neural Dynamics Study."
209/7376,94/2575,820509,"Predicting river daily flow using wavelet-artificial neural networks based on regression analyses in comparison with artificial neural networks and support vector machine models."
44/6416,55/5795,853726,"The Growing Hierarchical Neural Gas Self-Organizing Neural Network."
23/3287,63/1807-1,853734,"Fractional Hopfield Neural Networks - Fractional Dynamic Associative Recurrent Neural Networks."
23/3287,79/1420,853734,"Fractional Hopfield Neural Networks - Fractional Dynamic Associative Recurrent Neural Networks."
63/1807-1,79/1420,853734,"Fractional Hopfield Neural Networks - Fractional Dynamic Associative Recurrent Neural Networks."
44/3507,25/1735,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
44/3507,24/2147,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
44/3507,79/6988,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
44/3507,61/4009,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
25/1735,24/2147,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
25/1735,79/6988,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
25/1735,61/4009,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
24/2147,79/6988,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
24/2147,61/4009,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
79/6988,61/4009,1139052,"Editorial - Neural Processing Letters Special Issue on "Neural Networks for Vision and Robotics"."
69/2253,69/2253,1435394,"Corrigendum to "Feedback associative memory based on a new hybrid model of generalized regression and self feedback neural networks" [Neural Netw. 23(7) (2010) 892-904]."
02/2544,49/5637,1435521,"Neural coordination can be enhanced by occasional interruption of normal firing patterns - A self-optimizing spiking neural network model."
02/2544,04/5508,1435521,"Neural coordination can be enhanced by occasional interruption of normal firing patterns - A self-optimizing spiking neural network model."
49/5637,04/5508,1435521,"Neural coordination can be enhanced by occasional interruption of normal firing patterns - A self-optimizing spiking neural network model."
91/1037,85/1640,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
91/1037,24/647,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
91/1037,65/4875,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
91/1037,72/4065,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
85/1640,24/647,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
85/1640,65/4875,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
85/1640,72/4065,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
24/647,65/4875,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
24/647,72/4065,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
65/4875,72/4065,1462480,"Lag Synchronization of Switched Neural Networks via Neural Activation Function and Applications in Image Encryption."
95/3377,10/5695,1695246,"Studying the Role of Synchronized and Chaotic Spiking Neural Ensembles in Neural Information Processing."
95/3377,56/4401-2,1695246,"Studying the Role of Synchronized and Chaotic Spiking Neural Ensembles in Neural Information Processing."
95/3377,26/6480,1695246,"Studying the Role of Synchronized and Chaotic Spiking Neural Ensembles in Neural Information Processing."
10/5695,56/4401-2,1695246,"Studying the Role of Synchronized and Chaotic Spiking Neural Ensembles in Neural Information Processing."
10/5695,26/6480,1695246,"Studying the Role of Synchronized and Chaotic Spiking Neural Ensembles in Neural Information Processing."
56/4401-2,26/6480,1695246,"Studying the Role of Synchronized and Chaotic Spiking Neural Ensembles in Neural Information Processing."
81/6685-8,24/2718,1726079,"Design of hybrid radial basis function neural networks (HRBFNNs) realized with the aid of hybridization of fuzzy clustering method (FCM) and polynomial neural networks (PNNs)."
81/6685-8,p/WitoldPedrycz,1726079,"Design of hybrid radial basis function neural networks (HRBFNNs) realized with the aid of hybridization of fuzzy clustering method (FCM) and polynomial neural networks (PNNs)."
24/2718,p/WitoldPedrycz,1726079,"Design of hybrid radial basis function neural networks (HRBFNNs) realized with the aid of hybridization of fuzzy clustering method (FCM) and polynomial neural networks (PNNs)."
74/3395,65/4423,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
74/3395,153/6056,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
74/3395,153/5886,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
74/3395,12/6129,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
65/4423,153/6056,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
65/4423,153/5886,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
65/4423,12/6129,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
153/6056,153/5886,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
153/6056,12/6129,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
153/5886,12/6129,1890978,"A neural rehabilitation chip with neural recording, peak detection, spike rate counter, and biphasic neural stimulator."
141/9730,141/9675,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9730,128/4845,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9730,02/8036,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9730,141/9677,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9730,141/9646,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9730,141/9611,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9675,128/4845,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9675,02/8036,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9675,141/9677,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9675,141/9646,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9675,141/9611,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
128/4845,02/8036,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
128/4845,141/9677,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
128/4845,141/9646,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
128/4845,141/9611,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
02/8036,141/9677,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
02/8036,141/9646,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
02/8036,141/9611,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9677,141/9646,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9677,141/9611,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
141/9646,141/9611,2002160,"Comparison of multi-objective evolutionary neural network, adaptive neuro-fuzzy inference system and bootstrap-based neural network for flood forecasting."
96/630,96/630,2002234,"Applications of neural computing in the twenty-first century and 21 years of Neural Computing & Applications."
92/8836,00/1457,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,83/9736,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,66/10859,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,s/GerardJMSmit,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,09/402,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,02/752,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
92/8836,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,83/9736,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,66/10859,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,s/GerardJMSmit,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,09/402,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,02/752,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
00/1457,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
83/9736,66/10859,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
83/9736,s/GerardJMSmit,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
83/9736,09/402,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
83/9736,02/752,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
83/9736,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
83/9736,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
66/10859,s/GerardJMSmit,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
66/10859,09/402,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
66/10859,02/752,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
66/10859,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
66/10859,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
s/GerardJMSmit,09/402,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
s/GerardJMSmit,02/752,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
s/GerardJMSmit,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
s/GerardJMSmit,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
09/402,02/752,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
09/402,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
09/402,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
02/752,81/6902,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
02/752,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
81/6902,m/LiamMcDaid,2004333,"Modular Neural Tile Architecture for Compact Embedded Hardware Spiking Neural Network."
30/8366,67/4912,2272544,"Erratum ("A State-Space Analysis for Reconstruction of Goal-Directed Movements Using Neural Signals" Neural Computation, Volume 18, Number 10, pp. 2465-2494)."
09/6631,08/3144,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
09/6631,s/HavaTSiegelmann,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
09/6631,84/6337,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
09/6631,87/7031,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
08/3144,s/HavaTSiegelmann,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
08/3144,84/6337,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
08/3144,87/7031,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
s/HavaTSiegelmann,84/6337,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
s/HavaTSiegelmann,87/7031,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
84/6337,87/7031,2274568,"A year of neural network research - Special Issue on the 2011 International Joint Conference on Neural Networks."
120/2654,57/2565,2295418,"Neural-Fitted TD-Leaf Learning for Playing Othello With Structured Neural Networks."
74/1336,56/5094,2525451,"Comparison on Zhang neural dynamics and gradient-based neural dynamics for online solution of nonlinear time-varying equation."
74/1336,34/9180,2525451,"Comparison on Zhang neural dynamics and gradient-based neural dynamics for online solution of nonlinear time-varying equation."
74/1336,89/9180,2525451,"Comparison on Zhang neural dynamics and gradient-based neural dynamics for online solution of nonlinear time-varying equation."
56/5094,34/9180,2525451,"Comparison on Zhang neural dynamics and gradient-based neural dynamics for online solution of nonlinear time-varying equation."
56/5094,89/9180,2525451,"Comparison on Zhang neural dynamics and gradient-based neural dynamics for online solution of nonlinear time-varying equation."
34/9180,89/9180,2525451,"Comparison on Zhang neural dynamics and gradient-based neural dynamics for online solution of nonlinear time-varying equation."
46/4502,71/6463,2546520,"Phase Synchronization Motion and Neural Coding in Dynamic Transmission of Neural Information."
46/4502,12/9843,2546520,"Phase Synchronization Motion and Neural Coding in Dynamic Transmission of Neural Information."
46/4502,81/2557,2546520,"Phase Synchronization Motion and Neural Coding in Dynamic Transmission of Neural Information."
71/6463,12/9843,2546520,"Phase Synchronization Motion and Neural Coding in Dynamic Transmission of Neural Information."
71/6463,81/2557,2546520,"Phase Synchronization Motion and Neural Coding in Dynamic Transmission of Neural Information."
12/9843,81/2557,2546520,"Phase Synchronization Motion and Neural Coding in Dynamic Transmission of Neural Information."
98/4025,74/1336,2546529,"Zhang Neural Network Versus Gradient Neural Network for Solving Time-Varying Linear Inequalities."
89/2278,89/2278,2984601,"Stability analysis of discrete-time recurrent neural networks based on standard neural network models."
48/4143,48/7229,2984703,"Persistent Neural States - Stationary Localized Activity Patterns in Nonlinear Continuous n-Population, q-Dimensional Neural Networks."
48/4143,89/3847,2984703,"Persistent Neural States - Stationary Localized Activity Patterns in Nonlinear Continuous n-Population, q-Dimensional Neural Networks."
48/7229,89/3847,2984703,"Persistent Neural States - Stationary Localized Activity Patterns in Nonlinear Continuous n-Population, q-Dimensional Neural Networks."
49/3794,81/4331,2986034,"Facilitating neural dynamics for delay compensation - A road to predictive neural dynamics?"
82/1080,82/1080,3128686,"Self-Organizing Neural Grove - Efficient Multiple Classifier System with Pruned Self-Generating Neural Trees."
38/3872,33/4078,3177909,"Pruning Artificial Neural Networks Using Neural Complexity Measures."
38/3872,60/2808,3177909,"Pruning Artificial Neural Networks Using Neural Complexity Measures."
33/4078,60/2808,3177909,"Pruning Artificial Neural Networks Using Neural Complexity Measures."
33/3377,02/7007,3197478,"Deterministic neural dynamics transmitted through neural networks."
33/3377,30/5697,3197478,"Deterministic neural dynamics transmitted through neural networks."
02/7007,30/5697,3197478,"Deterministic neural dynamics transmitted through neural networks."
28/369,85/4472,3333051,"Dynamic Brain - from Neural Spikes to Behaviors, 12th International Summer School on Neural Networks, Erice, Italy, December 5-12, 2007, Revised Lectures"
28/369,81/4753,3333051,"Dynamic Brain - from Neural Spikes to Behaviors, 12th International Summer School on Neural Networks, Erice, Italy, December 5-12, 2007, Revised Lectures"
85/4472,81/4753,3333051,"Dynamic Brain - from Neural Spikes to Behaviors, 12th International Summer School on Neural Networks, Erice, Italy, December 5-12, 2007, Revised Lectures"
57/3737,57/3737,3391722,"Reducing uncertainties in neural network Jacobians and improving accuracy of neural network emulations with NN ensemble approaches."
24/2251,82/4320,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
24/2251,33/3562,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
24/2251,69/711,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
24/2251,91/4457,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
82/4320,33/3562,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
82/4320,69/711,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
82/4320,91/4457,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
33/3562,69/711,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
33/3562,91/4457,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
69/711,91/4457,3391733,"Erratum to "Fast neural network surrogates for very high dimensional physics-based models in computational oceanography" [Neural Netw. 20(4) (2007) 462-478]."
15/3284,83/5255,3406838,"The Hierarchical Fast Learning Artificial Neural Network (HieFLANN) - An Autonomous Platform for Hierarchical Neural Network Construction."
15/3284,58/743,3406838,"The Hierarchical Fast Learning Artificial Neural Network (HieFLANN) - An Autonomous Platform for Hierarchical Neural Network Construction."
15/3284,73/1149,3406838,"The Hierarchical Fast Learning Artificial Neural Network (HieFLANN) - An Autonomous Platform for Hierarchical Neural Network Construction."
83/5255,58/743,3406838,"The Hierarchical Fast Learning Artificial Neural Network (HieFLANN) - An Autonomous Platform for Hierarchical Neural Network Construction."
83/5255,73/1149,3406838,"The Hierarchical Fast Learning Artificial Neural Network (HieFLANN) - An Autonomous Platform for Hierarchical Neural Network Construction."
58/743,73/1149,3406838,"The Hierarchical Fast Learning Artificial Neural Network (HieFLANN) - An Autonomous Platform for Hierarchical Neural Network Construction."
68/1792,02/622,3571393,"Erratum to "An on-line algorithm for creating self-organizing fuzzy neural networks" [Neural Networks 17(10)(2004)1477-1493]."
68/1792,m/TMartinMcGinnity,3571393,"Erratum to "An on-line algorithm for creating self-organizing fuzzy neural networks" [Neural Networks 17(10)(2004)1477-1493]."
02/622,m/TMartinMcGinnity,3571393,"Erratum to "An on-line algorithm for creating self-organizing fuzzy neural networks" [Neural Networks 17(10)(2004)1477-1493]."
02/9897,02/9897,3571398,"Erratum to "Applications of neural network methods to the processing of earth observation satellite data" [Neural Netw. (2) (2006) 168-177]."
62/6467,13/991,3733958,"Neural Splines - Exploiting Parallelism for Fuction Approximation Using Modular Neural Networks."
62/6467,04/6911,3733958,"Neural Splines - Exploiting Parallelism for Fuction Approximation Using Modular Neural Networks."
13/991,04/6911,3733958,"Neural Splines - Exploiting Parallelism for Fuction Approximation Using Modular Neural Networks."
02/5722,78/4444,3733959,"Neural and Fuzzy Neural Networks in Prediction of Natural Gas Consumption."
09/6601,95/1554,3879657,"Erratum to - Bounds on the number of hidden neurons in three-layer binary neural networks [Neural Networks 16 (7) 995-1002]."
09/6601,33/5774,3879657,"Erratum to - Bounds on the number of hidden neurons in three-layer binary neural networks [Neural Networks 16 (7) 995-1002]."
95/1554,33/5774,3879657,"Erratum to - Bounds on the number of hidden neurons in three-layer binary neural networks [Neural Networks 16 (7) 995-1002]."
88/4427,83/4849,3891067,"Classification capacity of a modular neural network implementing neurally inspired architecture and training rules."
88/4427,40/2745,3891067,"Classification capacity of a modular neural network implementing neurally inspired architecture and training rules."
88/4427,89/4055,3891067,"Classification capacity of a modular neural network implementing neurally inspired architecture and training rules."
83/4849,40/2745,3891067,"Classification capacity of a modular neural network implementing neurally inspired architecture and training rules."
83/4849,89/4055,3891067,"Classification capacity of a modular neural network implementing neurally inspired architecture and training rules."
40/2745,89/4055,3891067,"Classification capacity of a modular neural network implementing neurally inspired architecture and training rules."
83/814,99/492,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
83/814,29/2451,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
83/814,11/2762,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
83/814,48/6925,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
99/492,29/2451,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
99/492,11/2762,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
99/492,48/6925,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
29/2451,11/2762,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
29/2451,48/6925,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
11/2762,48/6925,4108805,"Artificial Neural Networks Manipulation Server - Research on the Integration of Databases and Artificial Neural Networks."
59/2790,17/4515,4109275,"An intelligent sales forecasting system through integration of artificial neural networks and fuzzy neural networks with fuzzy weight elimination."
59/2790,61/3069,4109275,"An intelligent sales forecasting system through integration of artificial neural networks and fuzzy neural networks with fuzzy weight elimination."
17/4515,61/3069,4109275,"An intelligent sales forecasting system through integration of artificial neural networks and fuzzy neural networks with fuzzy weight elimination."
67/3565,53/2396,4119003,"The simplicial neural cell and its mixed-signal circuit implementation - an efficient neural-network architecture for intelligent signal processing in portable multimedia applications."
67/3565,03/689,4119003,"The simplicial neural cell and its mixed-signal circuit implementation - an efficient neural-network architecture for intelligent signal processing in portable multimedia applications."
67/3565,g/ManfredGlesner,4119003,"The simplicial neural cell and its mixed-signal circuit implementation - an efficient neural-network architecture for intelligent signal processing in portable multimedia applications."
53/2396,03/689,4119003,"The simplicial neural cell and its mixed-signal circuit implementation - an efficient neural-network architecture for intelligent signal processing in portable multimedia applications."
53/2396,g/ManfredGlesner,4119003,"The simplicial neural cell and its mixed-signal circuit implementation - an efficient neural-network architecture for intelligent signal processing in portable multimedia applications."
03/689,g/ManfredGlesner,4119003,"The simplicial neural cell and its mixed-signal circuit implementation - an efficient neural-network architecture for intelligent signal processing in portable multimedia applications."
25/6312,04/5177,4198661,"Development of neural models for the logistic equation and study of the neural based trajectories in the convergence, periodic, and chaotic regions."
25/6312,48/6531,4198661,"Development of neural models for the logistic equation and study of the neural based trajectories in the convergence, periodic, and chaotic regions."
04/5177,48/6531,4198661,"Development of neural models for the logistic equation and study of the neural based trajectories in the convergence, periodic, and chaotic regions."
03/3914,03/3914,4269055,"Neural Fuzzy Preference Integration Using Neural Preference Moore Machines."
52/6277,68/4000,4287086,"On-line retrainable neural networks - improving the performance of neural networks in image analysis problems."
52/6277,k/StefanosDKollias,4287086,"On-line retrainable neural networks - improving the performance of neural networks in image analysis problems."
68/4000,k/StefanosDKollias,4287086,"On-line retrainable neural networks - improving the performance of neural networks in image analysis problems."
75/1692,75/1692,4352033,"On redundancy in neural architecture - dynamics of a simple module-based neural network and initial-state independence."
73/5388,35/7027,4359606,"Multiple neural-network-based adaptive controller using orthonormal activation function neural networks."
73/5388,93/170,4359606,"Multiple neural-network-based adaptive controller using orthonormal activation function neural networks."
35/7027,93/170,4359606,"Multiple neural-network-based adaptive controller using orthonormal activation function neural networks."
95/2429,69/1370,4423103,"Comparing neural networks - a benchmark on growing neural gas, growing cell structures, and fuzzy ARTMAP."
12/4193,12/4193,4468664,"Book Review - "Neural Networks in Financial Engineering - Proceedings of the Fourth International Conference on Neural Networks in the Capital Markets (NNCM-95)", by A.-P. N. Refenes, Y. Abu-Mostafa, J. Moody, A. Weigend."
74/3810,24/4369,4475499,"Computational Neural Networks for Mapping Calorimetric Data - Application of Feed-forward Neural Netwroks to Kinetic Parameters Determination and Signals Filtering."
c/HubertYChan,69/2013,4481456,"On neural networks that design neural associative memories."
38/6444,10/3183,4481552,"Quantum neural networks (QNNs) - inherently fuzzy feedforward neural networks."
34/5942,85/6503,4570308,"Locally activated neural networks and stable neural controller design for nonlinear dynamic systems."
47/3188,55/1431,4620208,"Nonlinear neural controller with neural Smith predictor."
80/5269,05/5219,4620238,"Performance comparison of dynamic neural processor and recurrent neural networks."
80/5269,58/257,4620238,"Performance comparison of dynamic neural processor and recurrent neural networks."
05/5219,58/257,4620238,"Performance comparison of dynamic neural processor and recurrent neural networks."
24/1735,24/1735,4663206,"Neural Networks - Advances And Applications edited by E. Gelenbe North-Holland, Amsterdam, 1992, ix + 222 pp., distributed in USA and Canada by Elsevier Science Publishing Co., New York (Hardcover $108; paperback £24.95).An Introduction To The Modeling Of Neural Networks, by P. Peretto. Collection Alea-Saclay - Monographs and Texts in Statistical No 2, Cambridge University Press, 1992, xviii + 473 pp., (£60.00, Hardback); £24.95, Paperback)Neural Networks For Systems And Control, edited by K. Warwick, Irwin G.W. and Hunt K.J. IEE Control Engineering Series no 46, Peter Peregrinus, London, on behalf of Institution of Electrical Engineers, London, 1992, xiii + 260pp., (Hardcover, £39.00)."
14/5256,03/1897,4695417,"Measuring Natural Neural Processing with Artificial Neural Networks."
14/5256,29/3690,4695417,"Measuring Natural Neural Processing with Artificial Neural Networks."
14/5256,06/322,4695417,"Measuring Natural Neural Processing with Artificial Neural Networks."
03/1897,29/3690,4695417,"Measuring Natural Neural Processing with Artificial Neural Networks."
03/1897,06/322,4695417,"Measuring Natural Neural Processing with Artificial Neural Networks."
29/3690,06/322,4695417,"Measuring Natural Neural Processing with Artificial Neural Networks."
157/6135,157/6149,4804080,"Neural network models with higher order neural interactions."
90/3500,228/1976,9742,"Combining attention-based bidirectional gated recurrent neural network and two-dimensional convolutional neural network for document-level sentiment classification."
90/3500,252/7120,9742,"Combining attention-based bidirectional gated recurrent neural network and two-dimensional convolutional neural network for document-level sentiment classification."
90/3500,10/217-14,9742,"Combining attention-based bidirectional gated recurrent neural network and two-dimensional convolutional neural network for document-level sentiment classification."
228/1976,252/7120,9742,"Combining attention-based bidirectional gated recurrent neural network and two-dimensional convolutional neural network for document-level sentiment classification."
